Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA,wRC+,BsR,Fld,Off,Def,WAR,playerid
Tommy La Stella,Angels,102,424,381,105,19,1,13,53,50,33,53,4,2,1,0.275,0.337,0.431,0.768,0.327,106,0.1,0,3.1,-2.7,1.5,12371
C.J. Cron,Tigers,128,537,484,127,26,1,28,69,80,36,122,11,2,1,0.261,0.324,0.495,0.818,0.34,111,-1.4,1.4,6,-9.6,1.5,12546
Jose Iglesias,Orioles,138,551,513,137,28,3,9,55,56,26,70,5,9,4,0.268,0.307,0.388,0.695,0.295,80,0.1,2.7,-14,9.6,1.5,10231
Martin Maldonado,Astros,86,333,299,66,14,1,10,37,38,21,83,7,1,0,0.22,0.286,0.374,0.66,0.282,76,-1,2.5,-11.1,9.7,1.5,6887
Khris Davis,Athletics,147,628,557,135,24,1,38,85,103,59,175,7,1,0,0.243,0.321,0.497,0.818,0.339,115,-1.9,-0.2,9.8,-17.2,1.4,9112
Shed Long,Mariners,131,550,494,122,23,3,16,62,58,44,133,4,10,4,0.247,0.311,0.406,0.717,0.305,92,1,-0.7,-4.5,-0.2,1.4,16542
Nomar Mazara,White Sox,122,523,473,120,23,1,25,66,77,40,117,5,3,1,0.255,0.318,0.467,0.784,0.327,106,-0.6,-0.9,3.1,-6.9,1.4,14553
Giovanny Urshela,Yankees,136,550,508,136,27,1,18,64,70,29,99,5,2,1,0.267,0.311,0.429,0.74,0.312,94,-1.3,-1.1,-5.9,1.1,1.4,10681
Max Stassi,Angels,53,207,183,38,7,0,6,22,22,18,62,3,1,1,0.208,0.288,0.353,0.641,0.278,72,-0.3,-1,-7.6,3.4,1.4,10059
Nick Ahmed,Diamondbacks,149,600,543,132,29,4,18,61,70,45,115,4,7,3,0.243,0.304,0.412,0.716,0.302,83,0.6,0.1,-12.4,7.5,1.4,12147
Franmil Reyes,Indians,136,572,510,133,23,1,36,80,93,52,148,3,1,1,0.26,0.329,0.517,0.846,0.35,115,-0.6,-0.1,10,-15.7,1.4,14566
Lourdes Gurriel Jr.,Blue Jays,138,591,549,146,30,2,27,74,84,28,137,7,8,4,0.265,0.307,0.472,0.779,0.325,102,0.4,-1,1.8,-8.3,1.4,19238
Salvador Perez,Royals,128,550,515,130,26,1,27,66,82,22,110,8,2,1,0.252,0.291,0.465,0.756,0.314,93,-2.6,6.6,-7.7,12.6,1.4,7304
Hanser Alberto,Orioles,138,582,550,158,26,2,12,63,61,20,57,5,6,3,0.287,0.315,0.411,0.726,0.307,88,-0.3,0.5,-9.1,2.9,1.4,11902
Harrison Bader,Cardinals,93,369,324,77,14,2,12,39,42,32,105,7,9,4,0.238,0.318,0.407,0.725,0.308,91,1.1,5,-3.3,5.6,1.4,18030
Todd Frazier,Rangers,122,502,435,105,20,2,23,63,68,51,109,10,4,2,0.241,0.331,0.451,0.783,0.331,97,-0.7,0.3,-2.7,-0.8,1.4,785
Luis Urias,Brewers,118,473,414,104,20,2,13,50,52,44,97,8,4,2,0.251,0.332,0.403,0.735,0.316,92,-0.2,-1.6,-5.4,4.2,1.4,16622
Austin Hedges,Padres,56,220,200,42,8,1,9,22,26,15,65,2,1,0,0.213,0.272,0.391,0.663,0.278,71,-0.2,0.3,-8.7,4.9,1.4,12976
Kyle Tucker,Astros,99,409,366,91,18,2,20,56,59,33,98,4,14,5,0.248,0.315,0.471,0.785,0.328,107,0.5,0.4,4.1,-4.7,1.3,18345
Ji-Man Choi,Rays,107,457,391,97,20,2,18,57,58,57,113,5,3,1,0.247,0.347,0.442,0.788,0.335,112,0,-0.3,7.1,-9.5,1.3,5452
Willson Contreras,Cubs,98,408,356,92,19,2,16,50,56,41,97,7,3,1,0.257,0.342,0.457,0.799,0.337,107,-1.2,-0.3,2.5,7.9,1.3,11609
Nicky Lopez,Royals,130,533,484,132,24,3,7,56,50,37,58,4,9,4,0.272,0.326,0.377,0.703,0.304,85,0.1,2,-9.8,4.3,1.3,19339
Elvis Andrus,Rangers,150,666,612,164,33,4,14,77,75,43,102,5,22,9,0.268,0.318,0.405,0.723,0.308,81,1.9,-3.7,-14,3.8,1.3,8709
Maikel Franco,Royals,110,442,398,106,22,1,19,54,60,36,61,2,1,0,0.267,0.329,0.473,0.802,0.327,101,-1.2,-2.4,-0.5,-1.9,1.3,12179
Travis Shaw,Blue Jays,104,434,374,87,18,1,20,54,58,52,108,4,3,1,0.232,0.329,0.441,0.77,0.325,102,-0.4,3.6,0.6,-2.9,1.3,11982
Austin Hays,Orioles,107,446,415,107,22,1,19,53,59,21,96,4,8,4,0.258,0.299,0.458,0.756,0.316,94,0.3,-1.3,-3.2,0.4,1.3,19363
Kevin Newman,Pirates,126,542,499,141,25,4,9,58,51,31,71,5,17,7,0.283,0.329,0.401,0.729,0.311,91,0.3,-4.3,-6.1,1.6,1.3,17696
Kole Calhoun,Diamondbacks,134,576,500,122,25,2,23,71,71,63,138,6,4,2,0.243,0.332,0.441,0.774,0.326,99,-0.1,2,-1,-4.7,1.3,11200
Tommy Edman,Cardinals,115,495,454,125,22,6,11,57,51,28,83,5,15,5,0.274,0.322,0.42,0.741,0.315,95,2,1.1,-1,-2.1,1.3,19470
Nico Hoerner,Cubs,99,398,366,99,18,3,9,42,45,22,50,4,6,3,0.272,0.318,0.417,0.735,0.311,90,0.4,3,-4.9,4.9,1.3,21479
Stephen Piscotty,Athletics,96,398,354,93,21,1,16,50,53,34,84,5,2,1,0.262,0.334,0.46,0.793,0.335,112,-0.7,-1.5,5.3,-6.6,1.2,13367
Hunter Dozier,Royals,147,628,562,141,30,7,22,73,81,56,170,4,4,2,0.252,0.322,0.445,0.767,0.323,98,-1.1,-2.1,-2.3,-7.2,1.2,15117
Gregory Polanco,Pirates,136,584,517,128,29,3,23,70,74,56,132,5,9,4,0.249,0.325,0.448,0.773,0.324,100,0.5,-0.2,0.6,-7,1.2,12907
Austin Barnes,Dodgers,50,197,169,38,8,1,5,20,20,22,47,3,2,1,0.226,0.322,0.363,0.686,0.297,85,-0.2,-0.2,-4.2,3.9,1.2,12158
J.D. Davis,Mets,118,492,441,116,22,1,21,60,66,41,114,4,3,1,0.264,0.329,0.461,0.79,0.332,109,-0.7,-3.9,4.9,-8.5,1.2,16219
Johan Camargo,Braves,91,365,331,89,20,1,11,41,46,26,71,3,2,1,0.269,0.326,0.439,0.765,0.322,96,-0.1,1.8,-2.3,2.5,1.2,14950
Manny Pina,Brewers,62,248,224,55,11,1,7,26,29,17,58,3,1,0,0.245,0.307,0.4,0.707,0.3,81,-0.7,1.4,-6.7,6.6,1.2,2829
Kevin Pillar,,110,455,425,112,26,2,14,50,56,19,73,5,10,3,0.264,0.302,0.429,0.732,0.306,88,1.7,0.2,-5.4,2,1.2,12434
Howie Kendrick,Nationals,76,315,285,88,18,1,10,40,43,22,51,4,3,1,0.307,0.361,0.482,0.843,0.355,116,-0.7,-0.7,6.1,-4.3,1.2,4229
Nick Senzel,Reds,116,511,459,119,26,3,15,63,54,40,118,4,15,6,0.26,0.323,0.431,0.754,0.319,93,0.3,-1,-4.5,0,1.2,19293
Brian Dozier,,81,346,300,71,15,1,15,43,42,38,75,3,4,2,0.235,0.325,0.436,0.761,0.322,99,0.3,-1,-0.3,0.3,1.1,9810
Niko Goodrum,Tigers,147,636,570,137,31,4,18,72,70,54,174,4,13,5,0.241,0.309,0.406,0.716,0.304,87,2.2,-5.9,-8.7,-2.5,1.1,12092
Corey Dickerson,Marlins,126,542,500,136,32,4,19,63,67,31,108,4,4,2,0.272,0.317,0.463,0.78,0.324,102,-0.7,-0.8,0.9,-7.1,1.1,10762
Ryan McMahon,Rockies,131,532,474,127,27,2,20,64,72,48,142,3,5,2,0.268,0.337,0.462,0.799,0.336,92,0.3,-1.2,-5.4,-0.5,1.1,15112
Jorge Alfaro,Marlins,105,425,390,95,17,2,14,40,48,21,137,9,4,2,0.243,0.294,0.399,0.693,0.293,82,-0.9,-1.2,-10.9,7.5,1.1,12180
Rougned Odor,Rangers,136,566,509,119,26,1,28,71,78,43,154,7,13,7,0.235,0.302,0.456,0.758,0.316,87,1.5,-3.1,-8.2,-0.8,1.1,12282
Nicholas Castellanos,Reds,139,618,561,153,41,2,26,82,84,44,144,6,3,1,0.273,0.33,0.494,0.823,0.343,108,-0.3,-8.3,6.3,-15.3,1.1,11737
Alex Avila,Twins,51,205,169,36,7,0,7,25,23,32,68,1,1,0,0.214,0.342,0.379,0.722,0.31,91,-0.8,1.4,-3.2,5.4,1.1,7476
Anthony Santander,Orioles,136,582,539,141,30,2,24,68,78,31,116,5,5,2,0.262,0.306,0.454,0.76,0.318,95,0.5,-0.5,-3.1,-6.6,1.1,14551
Scott Kingery,Phillies,146,605,553,133,29,3,19,65,69,38,160,6,15,5,0.24,0.294,0.405,0.699,0.295,79,2.3,3.2,-14.5,5.8,1.1,17975
Starlin Castro,Nationals,117,502,466,132,24,2,15,58,66,28,91,3,3,1,0.282,0.324,0.439,0.763,0.321,94,-0.9,-2.7,-4.6,-0.8,1.1,4579
Ryan Braun,Brewers,125,532,481,129,27,2,25,69,79,40,110,5,9,3,0.268,0.329,0.488,0.817,0.34,107,-1.1,-2.3,4.1,-10.5,1.1,3410
Willie Calhoun,Rangers,130,549,494,135,25,1,25,72,79,44,84,4,2,1,0.273,0.335,0.483,0.818,0.342,104,-0.3,-3.6,2.8,-11.4,1,17838
Manuel Margot,Rays,76,319,288,72,14,2,8,37,34,24,61,2,11,4,0.25,0.31,0.404,0.715,0.303,91,0.7,3.3,-3.1,2.6,1,14712
Jesse Winker,Reds,91,394,340,95,18,1,14,51,47,44,63,5,2,1,0.28,0.368,0.461,0.829,0.351,114,-0.8,-3,6.4,-8.5,1,13590
Rio Ruiz,Orioles,102,414,371,92,16,2,13,45,47,36,90,2,2,1,0.249,0.317,0.406,0.723,0.308,89,-0.3,0.5,-6.2,2.2,1,14103
Alex Gordon,Royals,117,498,440,113,23,1,13,57,56,42,96,10,5,2,0.258,0.334,0.406,0.74,0.317,94,-0.9,3.3,-4.5,-2.6,1,5209
Hunter Renfroe,Rays,130,546,495,114,23,1,29,67,80,40,159,5,4,2,0.231,0.293,0.46,0.753,0.313,97,-0.3,0,-2.3,-6.5,1,15464
Michael Chavis,Red Sox,115,468,421,105,20,1,21,58,65,35,132,5,3,1,0.249,0.312,0.452,0.764,0.32,94,-0.3,0.5,-3.8,-2.3,1,17321
Oscar Mercado,Indians,139,617,560,143,30,3,16,76,67,42,119,7,23,11,0.256,0.313,0.402,0.715,0.305,84,0.8,0.8,-11.5,0.1,1,16375
Justin Smoak,Brewers,110,472,399,95,19,1,24,63,68,65,111,4,1,0,0.239,0.349,0.472,0.821,0.346,112,-2.3,-0.5,4.9,-10.1,1,9054
Victor Caratini,Cubs,60,244,216,57,12,1,7,27,29,21,50,3,1,0,0.263,0.334,0.42,0.754,0.322,97,-0.1,-0.3,-1,2.5,0.9,14968
David Dahl,Rockies,134,578,525,144,30,5,23,75,79,41,148,5,9,4,0.275,0.331,0.479,0.81,0.338,93,0.9,-4,-4.2,-5,0.9,13744
Mallex Smith,Mariners,136,588,524,131,24,6,7,66,47,48,130,7,39,13,0.249,0.318,0.36,0.678,0.294,85,4,-5,-7.2,-4.1,0.9,13608
Mauricio Dubon,Giants,117,476,443,118,23,1,12,47,50,23,75,3,11,5,0.266,0.305,0.403,0.708,0.3,86,0.3,-0.6,-8.4,2.2,0.9,16530
Austin Romine,Tigers,59,230,211,54,12,1,7,25,27,13,51,2,2,1,0.257,0.303,0.417,0.72,0.305,87,-0.5,-0.1,-4.3,4.8,0.9,5491
Wilmer Flores,,82,341,311,87,19,1,12,39,44,21,41,4,1,0,0.28,0.331,0.462,0.793,0.334,108,-1.1,-2,2.7,-4.7,0.9,5827
Tyler Naquin,Indians,84,333,304,84,18,1,11,40,43,22,79,3,5,2,0.275,0.326,0.449,0.775,0.325,98,0.4,1.7,-0.5,-2.5,0.8,13359
A.J. Pollock,Dodgers,80,345,312,79,17,1,14,44,45,24,73,5,6,2,0.253,0.314,0.446,0.761,0.319,99,0.8,-0.7,0.5,-3,0.8,9256
Adam Haseley,Phillies,110,436,394,100,20,1,12,44,49,30,91,5,5,2,0.254,0.314,0.403,0.717,0.305,85,0.4,0.7,-8.1,2.6,0.8,19878
D.J. Stewart,Orioles,87,356,311,79,15,1,14,42,44,35,77,5,6,3,0.253,0.335,0.442,0.777,0.329,103,0.2,-1.2,1.6,-5.6,0.8,17766
Yan Gomes,Nationals,63,250,223,53,11,0,9,26,31,19,64,4,1,0,0.237,0.306,0.411,0.718,0.302,82,-0.4,1.4,-6.5,6.6,0.8,9627
Alex Dickerson,Giants,106,439,394,107,22,4,13,49,54,34,92,6,3,1,0.272,0.336,0.448,0.784,0.33,106,-0.2,-3.2,3.2,-8.9,0.8,12649
Marwin Gonzalez,Twins,75,307,276,74,16,1,10,38,40,25,66,3,1,1,0.269,0.334,0.444,0.777,0.328,103,-0.3,-0.7,0.9,-3.3,0.8,5497
Mike Yastrzemski,Giants,136,591,525,127,28,4,18,68,61,52,154,5,7,3,0.243,0.315,0.414,0.73,0.309,93,0.8,-1.5,-5,-5.9,0.8,14854
Addison Russell,,49,194,173,43,9,1,6,21,23,16,44,2,2,1,0.249,0.32,0.417,0.737,0.312,92,0.3,1.6,-1.7,3.4,0.8,14106
Mike Tauchman,Yankees,107,422,374,92,19,2,11,50,47,40,94,3,8,3,0.247,0.322,0.398,0.72,0.308,91,0.1,0.9,-4.9,-1.9,0.8,15274
Eric Hosmer,Padres,147,642,579,152,27,2,24,76,82,54,143,3,3,2,0.263,0.327,0.44,0.767,0.323,100,-1.3,0.8,-1.3,-11.5,0.8,3516
Josh Reddick,Astros,83,340,307,82,14,2,11,42,43,27,50,1,3,1,0.267,0.326,0.428,0.754,0.319,101,0.3,-0.9,0.8,-4.8,0.8,3892
Daniel Vogelbach,Mariners,86,359,301,70,12,0,16,43,45,53,89,2,1,0,0.232,0.347,0.434,0.782,0.334,112,-0.3,0.1,5.1,-9.8,0.8,14130
Avisail Garcia,Brewers,117,502,458,123,22,2,21,61,70,32,119,7,6,3,0.269,0.324,0.462,0.786,0.329,100,-0.7,-1.4,-0.5,-7.7,0.8,5760
Victor Reyes,Tigers,122,522,488,133,24,4,10,58,51,23,99,3,15,6,0.273,0.308,0.4,0.707,0.3,84,0.4,5,-10.3,-0.2,0.8,15487
Francisco Mejia,Padres,92,374,343,88,17,2,13,40,46,21,75,4,2,1,0.257,0.307,0.431,0.737,0.31,92,0.1,-0.6,-4,7.1,0.8,16403
Kyle Higashioka,Yankees,33,131,119,27,5,0,6,15,17,9,34,1,1,0,0.223,0.279,0.419,0.698,0.293,80,0.1,-0.2,-3.2,2.5,0.8,5517
Luke Voit,Yankees,91,388,335,84,15,1,16,51,51,42,102,5,1,0,0.25,0.341,0.446,0.787,0.334,108,-0.5,-1.9,3.5,-9.5,0.7,14811
Shin-Soo Choo,Rangers,146,665,564,144,27,2,23,92,70,79,165,11,10,3,0.255,0.356,0.431,0.787,0.337,101,-0.3,-2.5,0.7,-16.5,0.7,3174
Dexter Fowler,Cardinals,130,555,473,111,24,2,17,64,58,68,135,6,8,3,0.235,0.336,0.399,0.734,0.317,97,0.8,-3.4,-1.5,-8.8,0.7,4062
Jordan Luplow,Indians,68,282,247,62,13,1,11,36,38,29,64,3,4,2,0.25,0.333,0.449,0.783,0.331,102,0,1,0.6,-3,0.7,16424
Eric Sogard,Brewers,88,381,335,86,17,1,8,45,35,37,60,3,5,2,0.256,0.335,0.385,0.72,0.31,88,0.4,-0.5,-5.7,0.9,0.7,7927
Tucker Barnhart,Reds,83,334,292,69,15,1,8,33,34,35,69,2,2,1,0.238,0.321,0.376,0.697,0.297,78,-1.5,2.8,-11,9.7,0.7,10200
Jedd Gyorko,Brewers,76,312,275,68,12,1,14,38,42,31,69,2,3,1,0.247,0.325,0.445,0.77,0.326,98,-0.8,-1,-1.5,-1.2,0.7,10816
Christian Walker,Diamondbacks,125,519,459,114,24,2,22,62,71,48,139,6,4,2,0.248,0.324,0.453,0.777,0.325,99,0.4,1.6,-0.6,-8.8,0.7,13419
Jason Kipnis,,78,328,294,72,17,1,10,36,38,28,62,3,4,1,0.244,0.312,0.409,0.721,0.307,88,0.4,-0.4,-4.7,0.9,0.7,9776
Asdrubal Cabrera,Nationals,65,274,245,65,14,1,9,33,34,24,55,2,1,1,0.265,0.333,0.438,0.771,0.327,98,-1.2,-0.1,-2.1,0.5,0.7,4962
Mitch Moreland,Red Sox,107,449,398,100,23,2,20,58,65,43,104,3,2,1,0.251,0.326,0.468,0.794,0.333,103,-1.5,0.6,0,-8.6,0.7,3086
Franklin Barreto,Athletics,66,269,244,58,12,1,9,32,32,18,81,3,5,2,0.238,0.296,0.413,0.709,0.3,88,0.5,0,-3.6,1.2,0.7,15519
Tyler O'Neill,Cardinals,110,449,407,97,17,1,22,53,63,33,142,3,5,2,0.237,0.297,0.449,0.746,0.312,94,0.7,1.5,-3,-4.4,0.7,15711
Steven Souza Jr.,Cubs,88,376,327,78,14,2,17,49,51,41,109,4,6,3,0.24,0.33,0.454,0.784,0.331,103,0.9,-1.7,2.4,-7.5,0.7,5667
Miguel Cabrera,Tigers,138,603,536,149,28,1,20,72,77,58,124,4,1,0,0.277,0.35,0.444,0.794,0.336,108,-4.6,0,1.7,-15.9,0.7,1744
Colin Moran,Pirates,122,499,451,121,23,1,15,52,60,38,105,4,2,1,0.268,0.328,0.423,0.751,0.317,95,-1.3,-6.6,-4.3,-4.9,0.7,16909
Enrique Hernandez,Dodgers,59,247,217,53,11,1,10,31,32,24,50,2,2,1,0.246,0.324,0.444,0.768,0.323,102,0.5,0.2,1,-2.1,0.7,10472
Nathaniel Lowe,Rays,55,227,199,52,10,0,9,28,30,24,53,2,1,0,0.263,0.345,0.459,0.804,0.34,115,0.3,0,4.7,-5.9,0.7,19566
Jesus Aguilar,Marlins,105,437,383,93,18,1,19,50,57,44,107,4,1,0,0.242,0.325,0.441,0.767,0.324,103,-0.9,0.6,0.7,-8.2,0.6,11342
Russell Martin,,27,110,93,21,4,0,4,12,12,14,27,2,1,0,0.224,0.336,0.382,0.718,0.312,91,-0.4,-0.1,-1.6,2.1,0.6,4616
Domingo Santana,,97,416,363,91,18,1,17,52,54,46,130,3,5,2,0.251,0.337,0.445,0.783,0.332,105,0.5,-4.7,3.1,-10.6,0.6,10348
Dylan Carlson,Cardinals,58,241,216,55,11,2,7,26,27,20,51,2,5,2,0.253,0.32,0.42,0.74,0.313,94,0.1,0,-1.7,0.4,0.6,sa917940
Daniel Robertson,Rays,65,265,228,54,11,1,5,28,25,28,63,5,2,1,0.237,0.331,0.36,0.691,0.303,91,-0.2,0,-3.4,0.4,0.6,14145
Kevin Plawecki,Red Sox,45,180,159,39,9,0,5,20,20,15,37,3,1,0,0.246,0.319,0.393,0.711,0.305,84,-0.4,-0.1,-4.1,3.4,0.6,13807
Kurt Suzuki,Nationals,75,308,279,74,14,0,13,36,44,19,41,7,1,0,0.267,0.326,0.46,0.785,0.33,100,-0.9,-2.4,-0.9,3.8,0.6,8259
Isan Diaz,Marlins,134,572,505,117,22,3,19,61,62,54,145,6,7,3,0.233,0.312,0.398,0.71,0.303,89,-0.3,-5.8,-8.8,-3.5,0.6,17922
Joe Panik,,50,214,191,50,11,1,4,25,22,18,22,2,2,1,0.264,0.33,0.4,0.729,0.312,93,-0.2,-0.2,-2.1,0.7,0.6,11936
Miguel Andujar,Yankees,130,531,493,133,28,1,23,67,77,28,88,4,3,1,0.27,0.312,0.475,0.787,0.327,104,0.3,-4,2.9,-15.4,0.6,15878
Nick Markakis,Braves,109,462,409,116,25,2,11,53,56,45,66,3,1,1,0.282,0.355,0.428,0.783,0.333,103,-1.4,-3.6,0.5,-9.3,0.6,5930
Joey Wendle,Rays,58,244,224,57,13,2,4,25,24,13,47,4,6,2,0.256,0.308,0.379,0.687,0.294,84,0.4,1,-4.6,2.1,0.6,13853
Austin Riley,Braves,58,237,216,54,11,1,12,28,35,16,69,2,1,0,0.249,0.306,0.473,0.779,0.323,96,0.1,-1.6,-1.1,-0.6,0.6,18360
Derek Fisher,Blue Jays,96,389,339,78,15,2,15,47,46,41,122,3,9,4,0.229,0.315,0.416,0.731,0.312,93,0.4,0.6,-3.1,-4.7,0.6,16192
Jose Peraza,Red Sox,73,302,280,79,14,1,6,36,33,14,38,4,9,3,0.283,0.324,0.403,0.726,0.31,87,0.6,-0.2,-4.4,-0.3,0.6,13593
Robinson Chirinos,Rangers,86,339,290,65,14,1,13,40,41,36,99,9,2,1,0.225,0.327,0.415,0.742,0.318,88,-1.4,-1,-6.5,6.2,0.6,3142
Yoenis Cespedes,Mets,46,200,180,46,9,1,11,26,29,17,52,2,2,1,0.254,0.321,0.487,0.808,0.335,111,0.1,-0.5,2.9,-3.5,0.6,13110
Curt Casali,Reds,60,241,213,50,10,0,8,25,27,22,57,2,1,0,0.236,0.312,0.396,0.708,0.303,82,-0.2,0,-5.9,4.5,0.6,12510
Brock Holt,,86,346,303,76,14,1,6,34,33,34,72,5,3,1,0.249,0.331,0.366,0.697,0.303,86,-0.2,0.4,-6.7,0.7,0.6,9345
Sandy Leon,Indians,57,223,202,44,9,0,5,22,23,16,58,2,1,1,0.217,0.278,0.345,0.623,0.269,60,-0.5,0.6,-12,5.4,0.5,5273
Cam Gallagher,Royals,27,106,95,24,5,0,2,11,11,8,19,1,1,0,0.249,0.31,0.371,0.681,0.293,79,-0.2,0,-3.1,2.3,0.5,12981
Austin Nola,Mariners,115,479,429,104,21,1,10,47,48,38,104,6,3,1,0.242,0.31,0.368,0.678,0.292,84,0.3,0.4,-9.7,-2.2,0.5,15941
Tony Kemp,Athletics,58,232,206,54,9,2,4,26,23,20,33,3,6,2,0.26,0.33,0.38,0.71,0.306,92,-0.2,-0.3,-2.5,-0.4,0.5,14894
Alec Bohm,Phillies,36,147,133,35,7,1,6,17,19,11,26,1,1,1,0.265,0.324,0.451,0.775,0.326,99,0.1,0,-0.1,0.6,0.5,sa3007284
Omar Narvaez,Brewers,84,345,301,78,13,1,11,38,41,37,64,3,1,0,0.26,0.343,0.414,0.757,0.325,98,-0.6,-2.7,-1.7,4.3,0.5,13338
Francisco Cervelli,Marlins,73,305,261,61,12,1,7,30,30,33,73,7,2,1,0.235,0.335,0.37,0.705,0.309,92,-0.7,-0.6,-3.7,0.1,0.5,5275
Jose Martinez,Rays,81,340,304,82,14,1,10,40,41,31,73,2,2,1,0.27,0.338,0.426,0.764,0.326,106,-0.2,-0.2,2.4,-9.3,0.5,7996
Ender Inciarte,Braves,70,301,269,71,13,2,5,34,28,25,46,2,9,4,0.265,0.33,0.387,0.717,0.308,86,1.3,0.5,-4.1,-0.6,0.5,4922
Sheldon Neuse,Athletics,53,213,195,50,10,1,5,23,23,14,60,1,1,1,0.256,0.307,0.392,0.699,0.298,87,0.1,0.2,-3.5,1.1,0.5,19635
Brett Phillips,Royals,92,369,322,68,11,5,10,39,37,39,125,3,9,3,0.21,0.299,0.367,0.666,0.287,74,0.9,5.5,-11.4,3.3,0.5,14735
Evan White,Mariners,130,526,477,121,20,2,19,58,63,36,116,5,3,1,0.253,0.31,0.424,0.734,0.31,95,0.4,0,-2.8,-10.8,0.5,sa915774
Jake Bauers,Indians,68,280,243,59,13,1,9,33,34,32,69,2,6,3,0.242,0.333,0.417,0.75,0.322,95,0.6,0,-1,-4,0.5,15194
JaCoby Jones,Tigers,134,552,496,116,25,4,16,62,58,39,162,9,12,4,0.233,0.299,0.396,0.694,0.295,80,1.1,-4.2,-12.7,-2,0.5,14818
Chris Taylor,Dodgers,64,271,240,58,14,2,7,32,29,24,75,3,4,2,0.243,0.318,0.406,0.723,0.308,92,0.9,-0.5,-1.9,-2.1,0.5,13757
Zack Cozart,,40,172,153,37,8,1,5,20,19,14,29,2,1,0,0.243,0.313,0.41,0.723,0.308,89,-0.2,0.5,-2.6,1.5,0.5,2616
Austin Allen,Athletics,50,199,182,44,10,0,6,22,23,12,45,2,1,0,0.241,0.294,0.4,0.694,0.292,83,0.1,-0.6,-4.3,3.2,0.5,18083
Christin Stewart,Tigers,115,494,434,106,21,2,19,59,60,49,118,5,1,1,0.245,0.327,0.433,0.76,0.322,98,-0.6,-4.4,-1.6,-11.3,0.4,17714
Jarrod Dyson,,68,291,257,61,11,1,5,32,25,27,54,3,15,4,0.236,0.313,0.345,0.658,0.287,75,2,2.9,-7.4,2,0.4,4866
Rowdy Tellez,Blue Jays,58,243,219,55,12,0,11,30,34,19,60,2,2,1,0.251,0.316,0.462,0.778,0.325,102,0,0.4,0.6,-4.8,0.4,15679
Brandon Drury,Blue Jays,87,354,321,77,19,1,11,39,40,25,86,3,2,1,0.241,0.3,0.406,0.706,0.299,85,-0.2,-0.1,-7,-1.2,0.4,11615
Luke Maile,Pirates,59,227,206,45,9,1,4,20,21,16,59,2,2,1,0.217,0.277,0.333,0.61,0.264,61,0.2,0.4,-11.7,5.3,0.4,13355
Robbie Grossman,Athletics,45,190,162,41,9,1,4,23,19,25,35,1,2,1,0.254,0.353,0.386,0.74,0.322,103,-0.1,-0.9,0.7,-3.2,0.4,5254
Pedro Severino,Orioles,68,274,247,60,11,1,9,29,31,20,58,3,2,1,0.244,0.306,0.401,0.707,0.301,84,-0.3,-0.2,-6,5.4,0.4,14523
Tony Wolters,Rockies,90,354,308,77,16,2,4,34,33,35,63,5,2,1,0.25,0.334,0.36,0.694,0.299,68,0,2.4,-15,9.9,0.4,11470
Leury Garcia,White Sox,97,434,404,105,18,2,8,49,39,18,100,6,10,4,0.261,0.3,0.374,0.674,0.289,79,1,0.1,-10.5,-0.8,0.4,5913
Dee Gordon,Mariners,75,314,295,81,11,3,3,32,26,12,47,3,14,5,0.273,0.306,0.359,0.665,0.286,79,1.5,-1.6,-6.9,-0.2,0.4,8203
Chad Pinder,Athletics,42,174,158,39,8,0,6,21,22,11,45,2,1,0,0.25,0.307,0.427,0.734,0.31,95,-0.2,0.4,-1.3,-0.9,0.4,15191
Travis Demeritte,Tigers,62,249,221,53,11,2,10,28,31,22,72,2,3,1,0.24,0.313,0.435,0.748,0.316,95,0.2,-0.3,-1.5,-3.4,0.4,15958
Aledmys Diaz,Astros,29,118,106,28,6,0,4,15,16,8,18,1,1,0,0.26,0.319,0.441,0.76,0.32,102,-0.2,-0.2,0,-0.2,0.4,15937
Wil Myers,Padres,103,436,383,88,19,1,17,51,52,44,136,3,12,4,0.229,0.311,0.416,0.726,0.309,91,1,-1.2,-4.2,-6,0.4,10047
Matt Joyce,Marlins,66,268,226,54,11,0,9,31,29,37,58,2,2,1,0.238,0.346,0.411,0.757,0.326,104,-0.3,-1.3,1.1,-5.9,0.4,3353
Scooter Gennett,,71,301,277,72,15,1,9,33,37,18,66,3,2,1,0.261,0.31,0.42,0.731,0.309,90,-0.2,-3.2,-4.3,-2,0.4,10339
Ben Zobrist,,63,273,239,63,13,1,5,32,27,29,41,2,2,1,0.261,0.343,0.391,0.734,0.318,95,-0.5,-0.4,-2.1,-3.3,0.4,7435
Renato Nunez,Orioles,144,608,549,136,26,1,29,72,85,46,149,7,2,1,0.247,0.311,0.453,0.764,0.321,97,-0.3,0.4,-2.5,-15.3,0.4,14503
Willi Castro,Tigers,40,164,151,39,7,2,3,17,17,9,36,2,3,1,0.256,0.303,0.388,0.691,0.295,80,0.1,-0.1,-4.1,1.9,0.4,17338
Aaron Hicks,Yankees,16,70,60,14,3,0,3,9,9,9,16,0,1,0,0.24,0.341,0.438,0.779,0.332,107,0.2,-0.1,0.8,0.2,0.3,5297
